iter	RMSE
456	0.03448073786
457	0.03447367419
458	0.03445636214
459	0.03444287492
460	0.03442561185
461	0.03442136014
462	0.03440146337
463	0.03439734376
464	0.0343886134
465	0.03438330513
466	0.03438199062
467	0.03438180724
468	0.03438023521
469	0.03436727466
470	0.03434494902
471	0.03433798316
472	0.03433733166
473	0.03432297336
474	0.03430786674
475	0.03429029256
476	0.03428691285
477	0.03427925026
478	0.03427352756
479	0.03426235313
480	0.03424935054
481	0.03422791019
482	0.03421123219
483	0.03419472449
484	0.03419431975
485	0.03419381157
486	0.03419219602
487	0.03417381984
488	0.03416683152
489	0.03414902976
490	0.03414304107
491	0.03413018163
492	0.03412592407
493	0.03412455009
494	0.03411553908
495	0.03411529508
496	0.03410740734
497	0.0340962018
498	0.03408931395
499	0.03408753082
500	0.0340664926
501	0.03404793883
502	0.03403405364
503	0.03402842313
504	0.03402770198
505	0.03402015254
506	0.0340083048
507	0.03400793624
508	0.03398983597
509	0.03396955491
510	0.03396186487
511	0.03395467558
512	0.03394859523
513	0.03394805923
514	0.0339351821
515	0.03393473637
516	0.03391853822
517	0.03391734571
518	0.033913649
519	0.03390933505
520	0.03390078857
521	0.03388844637
522	0.03387466799
523	0.03386476666
524	0.03385832679
525	0.03385525762
526	0.03385020307
527	0.0338426414
528	0.03382841941
529	0.03381828324
530	0.03381812746
531	0.03380132297
532	0.03380076529
533	0.03379636407
534	0.03378253746
535	0.03377201685
536	0.03376481375
537	0.03375860946
538	0.03374889492
539	0.03373392842
540	0.03372750826
541	0.03370686852
542	0.0336916803
543	0.03367828382
544	0.03367426114
545	0.03367053265
546	0.03365484829
547	0.03364016652
548	0.03362449155
549	0.03360806396
550	0.03360370033
551	0.03359076018
552	0.03357686994
553	0.03357591024
554	0.03356744738
555	0.03355262818
556	0.03355244656
557	0.03354541257
558	0.03353834431
559	0.03352699108
560	0.03352204811
561	0.03350309019
562	0.03348966843
563	0.03347534144
564	0.03345364645
565	0.03345098574
566	0.0334389524
567	0.03343866215
568	0.03343496285
569	0.03343124694
570	0.03341638286
571	0.03340147702
572	0.03338948494
573	0.03336545662
574	0.03334237721
575	0.03333103938
576	0.03331284998
577	0.03330848688
578	0.03330321208
579	0.03330275416
580	0.03330015775
581	0.03329879544
582	0.03327585854
583	0.03327211524
584	0.0332615405
585	0.03324113019
586	0.03322610291
587	0.03321446746
588	0.03320703036
589	0.03320532419
590	0.03318913161
591	0.03318061292
592	0.03315912214
593	0.03314824326
594	0.0331464034
595	0.03314147184
596	0.03313976065
597	0.03313832352
598	0.0331249543
599	0.03310303743
600	0.03310266427
601	0.03309258347
602	0.0330788676
603	0.03307532771
604	0.033064775
605	0.03304288724
606	0.03303935418
607	0.03302624466
608	0.03302518918
609	0.03302460541
610	0.03300715754
611	0.03299605584
612	0.03298223201
613	0.03296433966
614	0.03295089443
615	0.03294837935
616	0.03294515406
617	0.03293391521
618	0.03291701363
619	0.03290544385
620	0.0329022935
621	0.03290096578
622	0.03288574892
623	0.03286610677
624	0.03285649537
625	0.03284513604
626	0.03284502662
627	0.03283938158
628	0.03282846765
629	0.03282676579
630	0.03280991512
631	0.03279953098
632	0.03278651471
633	0.03276865208
634	0.03276837213
635	0.03276168874
636	0.03274910518
637	0.03273557447
638	0.03272681
639	0.03272585029
640	0.0327116693
641	0.03270755214
642	0.03269881652
643	0.03268278663
644	0.03268225766
645	0.03266133548
646	0.03264345011
647	0.03263036636
648	0.03262263278
649	0.03261176948
650	0.03259785763
651	0.03258804282
652	0.03258670637
653	0.03257047845
654	0.0325687106
655	0.03255583785
656	0.03254110283
657	0.03253700283
658	0.03252260215
659	0.03250846908
660	0.03250346112
661	0.03248438422
662	0.03248226055
663	0.03247531834
664	0.03247301058
665	0.03246400555
666	0.0324603385
667	0.03244804115
668	0.03244696518
669	0.03244500484
670	0.03243652293
671	0.03242729614
672	0.03240647353
673	0.0323870051
674	0.03238144256
675	0.03237968758
676	0.03237173262
677	0.03236936903
678	0.0323613734
679	0.03235395633
680	0.03235082296
681	0.03233539109
682	0.03232889969
683	0.03232758949
684	0.03232313572
685	0.032319641
686	0.03231574429
687	0.03231539375
688	0.03231516202
689	0.03231093291
690	0.03230162016
691	0.03229750849
692	0.03229518075
693	0.03228795898
694	0.03228698692
695	0.03227444678
696	0.03226317459
697	0.03225336937
698	0.03223725553
699	0.03223590617
700	0.03223549435
701	0.03222903965
702	0.0322252253
703	0.0322142245
704	0.03221383757
705	0.03221370993
706	0.03221272909
707	0.03220359829
708	0.03220222632
709	0.03219632762
710	0.03218696454
711	0.03218679773
712	0.03217742329
713	0.032163363
714	0.03214334559
715	0.03213645989
716	0.03213627143
717	0.03212115777
718	0.03210122919
719	0.03208092942
720	0.03207140381
721	0.03205779235
722	0.03205742544
723	0.03205036934
724	0.03204045537
725	0.03202781394
726	0.03202085968
727	0.03201729096
728	0.03199458131
729	0.031992818
730	0.03199228115
731	0.03197474336
732	0.0319609872
733	0.03195524827
734	0.03195193865
735	0.03193934496
736	0.0319360115
737	0.03192867368
738	0.03191307661
739	0.03189576933
740	0.0318815578
741	0.0318812357
742	0.03186101307
743	0.03185408571
744	0.03184362536
745	0.03183961726
746	0.03182943099
747	0.03182202511
748	0.03181893062
749	0.03180990771
750	0.03180259451
751	0.03179823329
752	0.0317937151
753	0.03178556604
754	0.03178540102
755	0.03176706158
756	0.03176167225
757	0.03176076691
758	0.03173980695
759	0.03173167355
760	0.03171759197
761	0.03171532893
762	0.03170302793
763	0.0316952938
764	0.03169506955
765	0.03168957488
766	0.031676886
767	0.03165792216
768	0.03165721807
769	0.03163008576
770	0.03162182325
771	0.03161310449
772	0.03161287526
773	0.03160431934
774	0.03160356664
775	0.031584215
776	0.03157023145
777	0.031565214
778	0.03155308009
779	0.031533581
780	0.03152833215
781	0.03151003004
782	0.03150340581
783	0.031493082
784	0.03148605167
785	0.03147325572
786	0.03146798094
787	0.03146579038
788	0.03146183127
789	0.03145909117
790	0.03144971868
791	0.03144407459
792	0.03143004853
793	0.03142059887
794	0.03141686147
795	0.03141605531
796	0.03140863548
797	0.03139591298
798	0.03138597115
799	0.03138180069
800	0.03136993047
801	0.03136890924
802	0.03135094545
803	0.03133845586
804	0.03133806769
805	0.03132284703
806	0.03131667179
807	0.03131577373
808	0.03131214616
809	0.03130273477
810	0.03129882968
811	0.03129594418
812	0.03128766604
813	0.0312819926
814	0.03127717795
815	0.03127637003
816	0.03127615067
817	0.03126321034
818	0.0312571936
819	0.0312570365
820	0.03123603118
821	0.03123494258
822	0.03123153822
823	0.03121766068
824	0.03120627825
825	0.03120085254
826	0.03119533936
827	0.03118579794
828	0.03117400042
829	0.03117222743
830	0.03116833161
831	0.03116448204
832	0.03116236089
833	0.03115059944
834	0.03113898685
835	0.031133388
836	0.03112380584
837	0.03112195669
838	0.03112181057
839	0.03110778557
840	0.03110348011
841	0.03110229447
842	0.03108671178
843	0.03107570414
844	0.03106117496
845	0.03106031014
846	0.0310576498
847	0.0310512703
848	0.03103999868
849	0.03103256824
850	0.03102938323
851	0.03101061263
852	0.0309982966
853	0.03099745581
854	0.03099006034
855	0.03098940602
856	0.030975488
857	0.03097277917
858	0.03094749141
859	0.03094066278
860	0.03093778381
861	0.03093209572
862	0.030914282
863	0.03090021056
864	0.03088471334
865	0.03088136474
866	0.0308748877
867	0.03086988457
868	0.03086960014
869	0.03086611051
870	0.03086324344
871	0.03084583169
872	0.03083788282
873	0.03082112328
874	0.03082003378
875	0.03081945276
876	0.03081502867
877	0.03081244922
878	0.03080548917
879	0.03080538629
880	0.03079799374
881	0.03077962454
882	0.03076458397
883	0.03075560036
884	0.03074046339
885	0.03073435838
886	0.03072621605
887	0.03072337997
888	0.03071636581
889	0.03069858289
890	0.03069253766
891	0.03067771653
892	0.03067018449
893	0.03065909035
894	0.03065724488
895	0.03064585845
896	0.03064271389
897	0.03063105675
898	0.03062829977
899	0.03061439606
900	0.03061107386
901	0.03060797938
902	0.03060759562
903	0.03059757459
904	0.03059561525
905	0.0305846889
906	0.03058459711
907	0.03057901765
908	0.03057402523
909	0.03057027564
910	0.03056820533
911	0.03056130531
912	0.03055754472
913	0.03055617093
914	0.0305512267
915	0.03054713392
916	0.03054622517
917	0.03054614891
918	0.0305350187
919	0.03053031621
920	0.03051696994
921	0.03050539369
922	0.03049893583
923	0.03049883031
924	0.03048905696
925	0.03048064869
926	0.0304654434
927	0.03046354357
928	0.0304510885
929	0.03043841608
930	0.03042256195
931	0.03041636312
932	0.03040934644
933	0.03040293659
934	0.03039945762
935	0.03038955856
936	0.03038665159
937	0.0303856373
938	0.03037068963
939	0.03036314302
940	0.0303629498
941	0.03036087923
942	0.03035873984
943	0.03035349045
944	0.03034973797
945	0.03033878641
946	0.03032864165
947	0.03031545572
948	0.03030822941
949	0.0303001805
950	0.030294513
951	0.03028965235
952	0.03027477124
953	0.03027128941
954	0.03027108482
955	0.03026829596
956	0.03025612188
957	0.03025027327
958	0.03024806817
959	0.03023488275
960	0.03021695629
961	0.03021648138
962	0.03021354293
963	0.03020952743
964	0.03019927717
965	0.03019449216
966	0.03017873747
967	0.03016897367
968	0.03016891159
969	0.03015459675
970	0.03014392942
971	0.03012613457
972	0.03012291555
973	0.03012183391
974	0.03011079677
975	0.03010556549
976	0.03010548358
977	0.0300932334
978	0.03009030869
979	0.03008237651
980	0.03008226731
981	0.03006950832
982	0.03005743767
983	0.03005071632
984	0.03003293287
985	0.03003041768
986	0.03002716603
987	0.03001830765
988	0.03000499914
989	0.0300026042
990	0.03000109228
991	0.02999820693
992	0.02999811901
993	0.02998072081
994	0.0299784185
995	0.02996767197
996	0.02995949292
997	0.02995558235
998	0.0299402025
999	0.02993149121
