iter	RMSE
0	0.04140510689
1	0.04132391824
2	0.04126980695
3	0.04118716346
4	0.04110656963
5	0.04102936653
6	0.04095099956
7	0.04086518274
8	0.0407986378
9	0.04075120736
10	0.04069711973
11	0.04061379369
12	0.04056549215
13	0.04052938316
14	0.04048345389
15	0.0404211624
16	0.04037964547
17	0.04033361323
18	0.04029988243
19	0.04026916854
20	0.04023181552
21	0.04022028232
22	0.04020076387
23	0.04017490593
24	0.04013339643
25	0.04010381375
26	0.04007802979
27	0.04004125913
28	0.04001868696
29	0.04000582023
30	0.03997912436
31	0.03996709206
32	0.03995092832
33	0.03992118277
34	0.0399026083
35	0.03987857473
36	0.03984728166
37	0.03981806957
38	0.03977588995
39	0.03975796348
40	0.03972910602
41	0.03969599005
42	0.0396701134
43	0.03964418136
44	0.03963620607
45	0.03962401004
46	0.03962185864
47	0.0395981351
48	0.03958274795
49	0.03956890019
50	0.03952435013
51	0.03950012658
52	0.03949672578
53	0.03946137075
54	0.03943525425
55	0.03942239101
56	0.03940993016
57	0.03936651964
58	0.03933354021
59	0.03930348028
60	0.03928763855
61	0.03926648455
62	0.039231426
63	0.03920938901
64	0.03919422843
65	0.03916277545
66	0.03915038308
67	0.03910795141
68	0.03909274035
69	0.03908697685
70	0.03906515117
71	0.03905421355
72	0.03904202729
73	0.03903115678
74	0.03900865726
75	0.03899682589
76	0.03896747726
77	0.03894305935
78	0.03892826436
79	0.03892138113
80	0.03890859695
81	0.03889271779
82	0.03887327902
83	0.03885740037
84	0.0388266255
85	0.03881708284
86	0.03880671223
87	0.03880051024
88	0.03879147365
89	0.03877089993
90	0.03875228204
91	0.03873057669
92	0.03871711214
93	0.03869769205
94	0.03868409132
95	0.03867042144
96	0.03865053676
97	0.0386405199
98	0.03863102126
99	0.03862558271
100	0.03859662127
101	0.03858890385
102	0.0385778667
103	0.03856024828
104	0.03855509536
105	0.03852747327
106	0.03852117095
107	0.03851209417
108	0.03849365506
109	0.03848942927
110	0.03848084844
111	0.03845054011
112	0.0384381102
113	0.0384293884
114	0.03841983661
115	0.03841067292
116	0.03839323037
117	0.03836667145
118	0.03835602151
119	0.0383491204
120	0.03833678813
121	0.03832574426
122	0.03830397094
123	0.03828415529
124	0.03826351401
125	0.03823987683
126	0.0382203304
127	0.03819672071
128	0.03816609583
129	0.03814900597
130	0.03813495528
131	0.03811962192
132	0.03811694879
133	0.0381039857
134	0.03808915156
135	0.03807429395
136	0.03807095153
137	0.03805662455
138	0.03803398784
139	0.03802400314
140	0.03801537397
141	0.03798391501
142	0.0379720614
143	0.03796467336
144	0.03796047107
145	0.03794841287
146	0.03793246565
147	0.0379147448
148	0.03789511695
149	0.0378770083
150	0.03785645927
151	0.03784485021
152	0.03783050102
153	0.03782635888
154	0.0378235421
155	0.03781625348
156	0.03781083954
157	0.03779037595
158	0.03778039682
159	0.03777131825
160	0.03774399526
161	0.03772456048
162	0.03770044368
163	0.03768436329
164	0.03767567143
165	0.0376669527
166	0.03766348765
167	0.0376536385
168	0.03763188124
169	0.03760821502
170	0.03759885113
171	0.03758549443
172	0.03757831233
173	0.03756601449
174	0.03755657895
175	0.03754699157
176	0.03752885573
177	0.03752097199
178	0.0375063637
179	0.03748735879
180	0.0374756624
181	0.03747063943
182	0.03747008974
183	0.03746822436
184	0.03745883303
185	0.0374415606
186	0.03741728241
187	0.03740788087
188	0.03739581532
189	0.03739087079
190	0.03738493432
191	0.03736287374
192	0.03734882946
193	0.03733702172
194	0.0373236223
195	0.03731707311
196	0.03730577619
197	0.03729286673
198	0.03728386686
199	0.03726899788
200	0.0372582803
201	0.03723497178
202	0.03722795517
203	0.03722094773
204	0.03720999149
205	0.03720590256
206	0.03719281583
207	0.0371807266
208	0.03717813179
209	0.03717649933
210	0.03717395433
211	0.03716490877
212	0.03716043315
213	0.03714364949
214	0.03713834405
215	0.03713647569
216	0.03712861632
217	0.03712234989
218	0.03710467095
219	0.03708672666
220	0.03706187684
221	0.03704872411
222	0.0370452486
223	0.03704496059
224	0.03703740067
225	0.03702619393
226	0.03702493305
227	0.03702176039
228	0.03702093233
229	0.03701607741
230	0.03699530951
231	0.03698755743
232	0.03698226752
233	0.03697195036
234	0.03697076904
235	0.03696740622
236	0.03696641541
237	0.03696301066
238	0.03694431575
239	0.03694085632
240	0.03693982475
241	0.03692319632
242	0.03690985233
243	0.0369062942
244	0.03689009941
245	0.03688429193
246	0.03687084981
247	0.03686963784
248	0.03686564066
249	0.03684362913
250	0.0368183958
251	0.03679936438
252	0.03678489098
253	0.03676937829
254	0.03676266575
255	0.03674222724
256	0.03672341578
257	0.03672185934
258	0.03670261378
259	0.036699306
260	0.03668596884
261	0.0366836252
262	0.03668188646
263	0.03666433417
264	0.03666315147
265	0.03664604844
266	0.03663578916
267	0.03661370784
268	0.03659149119
269	0.03657691849
270	0.03656486374
271	0.03655754788
272	0.03654946851
273	0.03651488146
274	0.03649604034
275	0.03649193356
276	0.03648389256
277	0.03646305674
278	0.0364555287
279	0.03645462124
280	0.03643394888
281	0.03642097268
282	0.03641515252
283	0.03640794973
284	0.03640699334
285	0.03640158249
286	0.03639215836
287	0.03639045512
288	0.03637026566
289	0.03636286653
290	0.03635427137
291	0.03633448946
292	0.03631737069
293	0.03628994815
294	0.03627713905
295	0.03625967933
296	0.03624130873
297	0.03622760317
298	0.03621616707
299	0.03621242183
300	0.03621177242
301	0.03620767132
302	0.03620673437
303	0.0361994293
304	0.03619373576
305	0.03618042273
306	0.03617002317
307	0.03615587609
308	0.03615545172
309	0.03613988802
310	0.0361270005
311	0.03612553676
312	0.03611122026
313	0.03610839895
314	0.03609723141
315	0.03608456424
316	0.03606618014
317	0.03605188008
318	0.03604523666
319	0.03602901672
320	0.03601781645
321	0.0360130409
322	0.03601183218
323	0.03599047427
324	0.03598115679
325	0.03597066554
326	0.03595695615
327	0.03593992664
328	0.03591940893
329	0.03589953122
330	0.03588763282
331	0.03587493176
332	0.03586930433
333	0.03586366757
334	0.03583941568
335	0.0358283647
336	0.03582755138
337	0.03582726619
338	0.03580053908
339	0.03579960988
340	0.03579581972
341	0.0357949319
342	0.03577794228
343	0.03575765208
344	0.03574496592
345	0.03572605743
346	0.03570358122
347	0.03570159306
348	0.03567654331
349	0.03566919715
350	0.03566254567
351	0.03565609444
352	0.03563716308
353	0.03561781328
354	0.03560518923
355	0.03558302197
356	0.03558181287
357	0.03555765426
358	0.03555048075
359	0.0355447357
360	0.03552681216
361	0.03550469367
362	0.03549015946
363	0.0354768615
364	0.03547540091
365	0.03546253892
366	0.03544991549
367	0.03543908941
368	0.03543870369
369	0.03543093959
370	0.03543056979
371	0.03541216808
372	0.03539758215
373	0.03538808366
374	0.03536197949
375	0.03536086725
376	0.03535480154
377	0.03534849963
378	0.03534783788
379	0.03534241125
380	0.03532780108
381	0.03531487584
382	0.03530555101
383	0.03527982203
384	0.03525884859
385	0.03523893878
386	0.03522940479
387	0.03522151117
388	0.03521905933
389	0.03521823767
390	0.03520044612
391	0.03520005092
392	0.03517869409
393	0.03516004595
394	0.03515963678
395	0.03513266154
396	0.03512200942
397	0.03510896543
398	0.03510318519
399	0.03509649479
400	0.0350740577
401	0.03506278399
402	0.03505190728
403	0.03505142125
404	0.03503304444
405	0.0350213046
406	0.03501522298
407	0.03500759529
408	0.03500337581
409	0.03499834706
410	0.03499793547
411	0.03499761394
412	0.0349964639
413	0.03499368671
414	0.03499237098
415	0.03497394053
416	0.03496897646
417	0.03494607348
418	0.03494204213
419	0.03494167515
420	0.03493504531
421	0.03492309584
422	0.03491858894
423	0.03491468876
424	0.03491119429
425	0.03490324694
426	0.03489730658
427	0.03487706897
428	0.03485424503
429	0.03483049198
430	0.03481685973
431	0.0348088321
432	0.03479521183
433	0.03477794347
434	0.03477196069
435	0.03475860632
436	0.03475138355
437	0.03473748834
438	0.03472067471
439	0.03471142851
440	0.03469307482
441	0.03466944165
442	0.03466914904
443	0.03465417932
444	0.03463781453
445	0.03462541929
446	0.03461806542
447	0.03459790103
448	0.03458807441
449	0.03457989754
450	0.03457560116
451	0.03455303457
452	0.03453311666
453	0.03452823418
454	0.03452483023
455	0.03450540897
